Agency,Account,State,Recipient,Project, Amount ,Requested by,Requested by 2
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WA,Southwest Washington Accountable Community of Health," a mobile substance use disorder medical clinic, including a vehicle and equipment","$750,000 ",Murray,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, VT,Spectrum Youth & Family Services, school-based mental health services,"$250,000 ",Welch,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WI,STRYV365," mental health programming for youth, including professional development for youth-serving organizations","$100,000 ",Baldwin,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WA,Tacoma-Pierce County Health Department," a mobile substance use disorder program, including supplies and equipment","$2,600,000 ",Murray,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NM,Taos Pueblo Health and Community Services, peer-led recovery programming,"$331,000 ",Heinrich,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NY,The Carnegie Hall Corporation, a program to promote mental wellbeing for children and families,"$1,000,000 ",Gillibrand, Schumer
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, VA,The Healing Station Counseling Center, mental health services,"$245,000 ",Kaine, Warner
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, PA,The Pennsylvania State University," establishing the Pennsylvania Addiction Action Network, including a statewide system of substance use interventions and data coordination","$750,000 ",Fetterman, McCormick
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, DE,The Sojourners Place, substance use disorder recovery programming,"$416,000 ",Coons,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, RI,Tides Family Services, mental health and mentoring programs for at-risk youth,"$500,000 ",Whitehouse,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, VT,Turning Point Recovery Center of Springfield, a community-based program to reduce substance use and address mental health needs,"$373,000 ",Welch,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, OR,University of Oregon," support pediatric mental and behavioral health care, including equipment","$2,980,000 ",Merkley, Wyden
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, RI,University of Rhode Island (URI)," mental health programming for youth, including trainings","$1,500,000 ",Reed, Whitehouse
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, MA,Vinfen Inc, a mental health crisis and substance use disorder treatment program,"$750,000 ",Markey, Warren
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, VA,Virginia Telemental Health Initiative, mental health counseling through telemedicine,"$372,000 ",Kaine, Warner
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, NY,Voices of Community Activists & Leaders (VOCAL–NY) Inc, mental health services for at-risk individuals,"$500,000 ",Schumer,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CT,Voices of September 11 Inc DBA Voices Center for Resilience, resources and information for individuals impacted by tragedy,"$661,000 ",Blumenthal, Murphy
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WA,Washington Recovery Alliance, support statewide networks for substance use disorder recovery,"$1,500,000 ",Murray,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, WI,West Care Wisconsin, a mobile mental health clinic,"$600,000 ",Baldwin,
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, CT,Windham Region Chamber of Commerce Foundation, mental health and supportive services for veterans,"$380,000 ",Blumenthal, Murphy
Department of Health & Human Services,Substance Abuse and Mental Health Services Administration, HI,YouthLine, youth crisis programming,"$431,000 ",Schatz,
Department of Health & Human Services,Administration for Children and Families, GA,100 Black Men of Atlanta Inc, programming to support children and families in underserved communities,"$320,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, DE,ABC Parenting Institute, a child abuse and neglect prevention program,"$544,000 ",Blunt Rochester, Coons
Department of Health & Human Services,Administration for Children and Families, HI,Aloha United Way," support referral and helpline services for basic needs, crisis, and disaster response","$800,000 ",Hirono, Schatz
Department of Health & Human Services,Administration for Children and Families, MA,American Chinese Christian Education and Social Services (ACCESS), support afterschool programming for low income children,"$100,000 ",Markey, Warren
Department of Health & Human Services,Administration for Children and Families, AK,Anchorage Coalition to End Homelessness, provide housing support services,"$450,000 ",Murkowski,
Department of Health & Human Services,Administration for Children and Families, MD,Anne Arundel County Food Bank Inc," support low income communities through food distributions, including the purchase of a refrigerated vehicle","$133,000 ",Alsobrooks, Van Hollen
Department of Health & Human Services,Administration for Children and Families, GA,Athens Area Diaper Bank Inc," a diaper bank, including supplies and equipment","$200,000 ",Ossoff, Warnock
Department of Health & Human Services,Administration for Children and Families, NY,Bangladeshi American Society Inc.," services for low income individuals and families, including food","$160,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, LA,Boys & Girls Clubs of Acadiana,funding to increase staffing and services for youth programs,"$1,000,000 ",Kennedy,
Department of Health & Human Services,Administration for Children and Families, HI,Boys & Girls Clubs of Maui Inc, mental health and wellness programming for youth,"$800,000 ",Hirono, Schatz
Department of Health & Human Services,Administration for Children and Families, MD,Brighter Bites DC," reduce poverty through food security, including the purchase of food","$266,000 ",Alsobrooks, Van Hollen
Department of Health & Human Services,Administration for Children and Families, IL,Center for Housing and Health," supportive services for at-risk individuals, including housing","$1,300,000 ",Durbin,
Department of Health & Human Services,Administration for Children and Families, MI,Children’s Advocacy Centers of Michigan, a child abuse prevention program,"$259,000 ",Slotkin,
Department of Health & Human Services,Administration for Children and Families, NY,Churches United For Fair Housing Inc, a program to support low income families to find and maintain affordable housing,"$1,000,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, GA,City of Orchard Hill," reduce poverty through a digital library program, including equipment","$21,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, WI,City of Whitewater, reduce poverty through an immigrant liaison,"$85,000 ",Baldwin,
Department of Health & Human Services,Administration for Children and Families, MA,Commonwealth of Massachusetts United Ways," reduce poverty for low income individuals and families, including for the purchase of food","$1,500,000 ",Markey, Warren
Department of Health & Human Services,Administration for Children and Families, WV,Community Care of West Virginia,funding to create a connectivity hub to address gaps in foster care,"$370,000 ",Capito,
Department of Health & Human Services,Administration for Children and Families, CO,Community Investment Alliance," supportive services, including housing","$800,000 ",Bennet, Hickenlooper
Department of Health & Human Services,Administration for Children and Families, NJ,Court Appointed Special Advocates (CASA) of Morris and Sussex Counties, a program to prevent child abuse and neglect among foster youth,"$200,000 ",Booker, Kim
Department of Health & Human Services,Administration for Children and Families, VT,Craftsbury Saplings Inc., improve access to child care,"$1,000,000 ",Welch,
Department of Health & Human Services,Administration for Children and Families, RI,Davinci Center for Community Progress," community services for low income individuals, including food","$440,000 ",Reed,
Department of Health & Human Services,Administration for Children and Families, NY,East New York CLT Inc., support low income tenants and homeowners achieve housing stability,"$100,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, GA,Easterseals North Georgia, programming to support children and families,"$767,000 ",Ossoff, Warnock
Department of Health & Human Services,Administration for Children and Families, NJ,Essex County Legal Aid Association Inc, legal services for children,"$500,000 ",Booker,
Department of Health & Human Services,Administration for Children and Families, RI,Federal Hill House Association, community services and programming,"$425,000 ",Reed,
Department of Health & Human Services,Administration for Children and Families, GA,Food Well Alliance Inc," support low income community through a mobile kitchen, including equipment","$141,000 ",Ossoff, Warnock
Department of Health & Human Services,Administration for Children and Families, WI,Foundation for Black Women’s Wellness, programming to enhance economic security and family stability for at-risk women and families,"$750,000 ",Baldwin,
Department of Health & Human Services,Administration for Children and Families, MA,Friendly House Inc, support individuals and families facing housing insecurity,"$100,000 ",Markey, Warren
Department of Health & Human Services,Administration for Children and Families, GA,Fulton County Schools," reduce food insecurity among vulnerable populations, including vehicles and equipment","$222,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, NY,Garden of Hope, community-based programming and services for at-risk families,"$135,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, GA,Georgia Center for Child Advocacy Inc, a child abuse prevention program,"$350,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, NY,Good Old Lower East Side Inc., prevent homelessness among at-risk individuals,"$200,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, AK,Haa Yaitx’u Saiani, provide supportive services,"$100,000 ",Murkowski,
Department of Health & Human Services,Administration for Children and Families, HI,Hawaii Children’s Action Network (HCAN) on behalf of Hawaii Diaper Bank," a diaper distribution program, including a vehicle","$110,000 ",Hirono,
Department of Health & Human Services,Administration for Children and Families, GA,Helping Mamas Inc," a diaper distribution program, including diapers","$268,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, DE,Jewish Family Services Delaware, programming and services for at-risk individuals,"$1,000,000 ",Blunt Rochester, Coons
Department of Health & Human Services,Administration for Children and Families, MA,Justice For Housing Inc, services to support at-risk families,"$250,000 ",Markey, Warren
Department of Health & Human Services,Administration for Children and Families, KY,Life Learning Center,"funding for programming, technology, and equipment for the Life Learning Center","$2,700,000 ",McConnell,
Department of Health & Human Services,Administration for Children and Families, PA,Mitzvah Circle Foundation," support low income populations, including through the purchase of supplies and equipment","$500,000 ",Fetterman,
Department of Health & Human Services,Administration for Children and Families, NY,National Domestic Workers Alliance, programming to support low income workers,"$500,000 ",Schumer,
Department of Health & Human Services,Administration for Children and Families, NJ,New Jersey Coalition to End Domestic Violence (NJCEDV)," services for survivors of domestic violence, including housing","$500,000 ",Booker,
Department of Health & Human Services,Administration for Children and Families, NH,NH Hunger Solutions, support low income individuals and families,"$430,000 ",Shaheen,
Department of Health & Human Services,Administration for Children and Families, NJ,North Hudson Community Action Corporation, afterschool programming and services for low income families,"$74,000 ",Booker, Kim
Department of Health & Human Services,Administration for Children and Families, WA,Open Doors for Multicultural Families," improve a child care center, including equipment","$614,000 ",Murray,
Department of Health & Human Services,Administration for Children and Families, GA,Open Hand Atlanta Inc," support low income individuals through food, including vehicles and equipment","$383,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, HI,Partners in Development Foundation," educational programming to support lowincome individuals, including financial literacy","$2,300,000 ",Hirono, Schatz
Department of Health & Human Services,Administration for Children and Families, NJ,Ranch Hope Inc, supportive services and equipment,"$500,000 ",Booker,
Department of Health & Human Services,Administration for Children and Families, IL,Share Our Spare," support family relief initiatives for low income families, including supplies","$627,000 ",Duckworth,
Department of Health & Human Services,Administration for Children and Families, MD,So What Else Inc, a hunger relief program for at-risk individuals,"$750,000 ",Alsobrooks, Van Hollen
Department of Health & Human Services,Administration for Children and Families, PA,St. Christopher’s Hospital for Children, programming to support low income children and families,"$250,000 ",Fetterman,
Department of Health & Human Services,Administration for Children and Families, CO,Summit County Family Resource Center," reduce poverty through a food distribution program, including food","$300,000 ",Bennet, Hickenlooper
Department of Health & Human Services,Administration for Children and Families, CT,The Children’s Law Center Inc, support legal representation for children in family court,"$100,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Children and Families, RI,The Commercial Fisheries Center of Rhode Island," support low income communities through a food access program, including food","$300,000 ",Reed, Whitehouse
Department of Health & Human Services,Administration for Children and Families, MD,The Family Tree, a home visiting program to support new parents and infants,"$373,000 ",Alsobrooks, Van Hollen
Department of Health & Human Services,Administration for Children and Families, GA,The Giving Kitchen Initiative Inc, wrap around services for low income workers and their families,"$550,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, CT,The Housing Collective, a data platform to connect low income individuals with affordable housing,"$723,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Children and Families, ME,The Northern Lighthouse, support technology improvements,"$92,000 ",Collins, King
Department of Health & Human Services,Administration for Children and Families, ME,United Way of Aroostook,funding to create a childcare resource center,"$153,000 ",Collins, King
Department of Health & Human Services,Administration for Children and Families, GA,United Way of the Chattahoochee Valley Inc," expand a 211 system, including technology","$2,000,000 ",Ossoff,
Department of Health & Human Services,Administration for Children and Families, AR,University of Arkansas for Medical Sciences, funding for supportive services and related resources for infants and mothers,"$8,000,000 ",Boozman,
Department of Health & Human Services,Administration for Children and Families, CT,Wakeman Memorial Association, after school programming for youth,"$300,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Children and Families, WV,West Virginia CASA Association Inc,funding to implement a Continuum of Care model to prevent and treat child abuse,"$766,000 ",Capito, Justice
Department of Health & Human Services,Administration for Children and Families, RI,Westbay Community Action," support low income families, including food","$100,000 ",Reed, Whitehouse
Department of Health & Human Services,Administration for Community Living, MA,All Out Adventures Inc, vehicles and equipment,"$101,000 ",Markey, Warren
Department of Health & Human Services,Administration for Community Living, RI,ALS United Rhode Island, services supporting individuals living with ALS,"$68,000 ",Whitehouse,
Department of Health & Human Services,Administration for Community Living, NY,APNA Brooklyn Community Center," a meal program, including equipment and the purchase of a vehicle","$530,000 ",Schumer,
Department of Health & Human Services,Administration for Community Living, VA,Appalachian Agency for Senior Citizens," supportive services for older adults, including equipment","$96,000 ",Kaine, Warner
Department of Health & Human Services,Administration for Community Living, NJ,Bergen Family Center, supportive services for older adults,"$85,000 ",Kim,
Department of Health & Human Services,Administration for Community Living, NJ,Borough of East Rutherford, the purchase of a vehicle,"$29,000 ",Booker, Kim
Department of Health & Human Services,Administration for Community Living, WA,Children’s Therapy Center," supportive services for parents and caregivers of children with disabilities, including equipment","$100,000 ",Murray,
Department of Health & Human Services,Administration for Community Living, IL,Chinese Mutual Aid Association, a vehicle and equipment to support services for older adults,"$152,000 ",Duckworth,
Department of Health & Human Services,Administration for Community Living, MA,City of Boston," enhancing transportation accessibility for older adults, including vehicles and equipment","$1,000,000 ",Markey, Warren
Department of Health & Human Services,Administration for Community Living, NJ,Coalition for Food and Health Equity," a meal delivery program, including vehicles and equipment","$200,000 ",Booker,
Department of Health & Human Services,Administration for Community Living, CO,Denver Regional Council of Governments, supportive services for older adults,"$820,000 ",Bennet, Hickenlooper
Department of Health & Human Services,Administration for Community Living, DE,Education Health & Research International, expanding supportive services and case coordination for older adults,"$1,818,000 ",Blunt Rochester,
Department of Health & Human Services,Administration for Community Living, ME,Friends in Action, purchase equipment for senior center services,"$140,000 ",Collins,
Department of Health & Human Services,Administration for Community Living, ME,Great Bay Services Inc,funding for the purchase of accessible vehicles and related expenses,"$264,000 ",Collins,
Department of Health & Human Services,Administration for Community Living, CT,Hands On Hartford," supportive services for seniors and individuals with disabilities, including food","$586,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Community Living, GA,Hospice Savannah Inc, the purchase of vehicles and equipment,"$295,000 ",Ossoff, Warnock
Department of Health & Human Services,Administration for Community Living, NJ,Interfaith Caregivers of Greater Mercer County Inc, expansion of caregiving services,"$40,000 ",Booker, Kim
Department of Health & Human Services,Administration for Community Living, MN,J–HAP, supportive services for individuals with disabilities,"$50,000 ",Klobuchar, Smith
Department of Health & Human Services,Administration for Community Living, NM,Las Cumbres Community Services Inc, a kinship care program,"$333,000 ",Heinrich,Lujan
Department of Health & Human Services,Administration for Community Living, GA,Macon Bibb County Economic Opportunity Council Inc, the purchase of vehicles and equipment,"$280,000 ",Ossoff,
Department of Health & Human Services,Administration for Community Living, MD,Madison House Autism Foundation," supportive services for individuals with disabilities, including equipment","$650,000 ",Alsobrooks, Van Hollen
Department of Health & Human Services,Administration for Community Living, MI,Matrix Human Services, programming and supportive services for older adults,"$1,000,000 ",Slotkin,
Department of Health & Human Services,Administration for Community Living, CA,Meristem Inc," programming and supportive services for individuals with disabilities, including equipment","$1,000,000 ",Padilla, Schiff
Department of Health & Human Services,Administration for Community Living, CT,Middlesex United Way, supportive services for older adults,"$75,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Community Living, MN,Minnesota Assistance Council for Veterans, supportive services for older veterans,"$248,000 ",Klobuchar, Smith
Department of Health & Human Services,Administration for Community Living, WA,National Asian Pacific Center on Aging, outreach and helpline services for older adults,"$1,000,000 ",Murray,
Department of Health & Human Services,Administration for Community Living, WA,Needs of the Community Society, programming for young adults with disabilities,"$200,000 ",Murray,
Department of Health & Human Services,Administration for Community Living, NY,New York City Ballet Inc, health and wellness programming for individuals with disabilities,"$223,000 ",Schumer,
Department of Health & Human Services,Administration for Community Living, CT,SilverSource Inc, supportive services for older adults,"$200,000 ",Blumenthal, Murphy
Department of Health & Human Services,Administration for Community Living, NJ,Special Olympics New Jersey, health and wellness programming for individuals with disabilities,"$500,000 ",Booker,
Department of Health & Human Services,Administration for Community Living, MD,The Arc of Maryland," supportive services for individuals with disabilities, including equipment","$200,000 ",Alsobrooks,
Department of Health & Human Services,Administration for Community Living, NY,The Association of Indians In America—New York Chapter," supportive services for older adults, including equipment","$100,000 ",Schumer,
Department of Health & Human Services,Administration for Community Living, NY,United Jewish Organizations of Williamsburg Inc, supportive services for older adults and individuals with disabilities,"$750,000 ",Schumer,
Department of Health & Human Services,Administration for Community Living, VT,Vermont Association of Area Agencies on Aging," supportive services for older adults, including meal deliveries","$243,000 ",Sanders,
Department of Health & Human Services,Administration for Community Living, VT,Vermont Association of Senior Centers and Meal Providers (VASCAMP), supportive services for older adults,"$500,000 ",Sanders,
Department of Health & Human Services,Administration for Community Living, GA,Whitfield County Board of Commissioners," the purchase of a vehicle, including equipment","$92,000 ",Ossoff,
Department of Labor,Employment and Training Administration, MD,2nd LT RICHARD W COLLINS III FOUNDATION," educational programming, including coursework and internships","$50,000 ",Van Hollen,
Department of Labor,Employment and Training Administration, AK,Alaska Joint Electrical Apprenticeship and Training Trust, provide federally registered apprenticeship training,"$1,000,000 ",Murkowski,
Department of Labor,Employment and Training Administration, CA,AltaMed Health Services Corporation," healthcare workforce training, including tuition and fees and purchasing equipment and training materials","$995,000 ",Padilla,
Department of Labor,Employment and Training Administration, CT,Applied Behavioral Rehabilitation Institute Inc," workforce development, including supportive services for veterans","$120,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, AZ,Arizona Commission of African-American Affairs," expand workforce training, including stipends, supportive services, rentals, and equipment","$300,000 ",Gallego, Kelly
Department of Labor,Employment and Training Administration, RI,AS220," workforce training, including stipends and tuition","$1,120,000 ",Reed, Whitehouse
Department of Labor,Employment and Training Administration, IL,ASI Inc," expand workforce development, including purchasing equipment and providing supportive services","$750,000 ",Durbin,
Department of Labor,Employment and Training Administration, AK,Association for the Education of Young Children—Southeast Alaska, expand a child care apprenticeship program,"$500,000 ",Murkowski,
Department of Labor,Employment and Training Administration, MD,Baltimore Alliance for Careers in Healthcare," an apprenticeship program, including supportive services","$579,000 ",Alsobrooks, Van Hollen
Department of Labor,Employment and Training Administration, VA,Bay Consortium Workforce Development Board," improving education and workforce training, which may include the purchase of technology and equipment","$354,000 ",Kaine, Warner
Department of Labor,Employment and Training Administration, AK,Bean’s Cafe, fund a job training program,"$600,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NJ,Best Buddies International Inc," expanding workforce training, including rent, supplies, and supportive services","$250,000 ",Kim,
Department of Labor,Employment and Training Administration, SD,Boys & Girls Club of the Northern Plains Inc., upgrade and expand early learning centers,"$2,000,000 ",Rounds,
Department of Labor,Employment and Training Administration, CO,BuildStrong Academy of Colorado," expanding workforce training, including the purchase of equipment, hiring instructors, and providing support services","$750,000 ",Bennet, Hickenlooper
Department of Labor,Employment and Training Administration, CT,CCARC Inc, supporting a manufacturing internship program and workforce development,"$189,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, MD,Cecil College," improving commercial truck driver workforce training, including the purchase of equipment","$109,000 ",Alsobrooks,
Department of Labor,Employment and Training Administration, GA,Central Georgia Technical College Foundation," workforce training for veterans, including providing supportive services and temporary housing","$300,000 ",Ossoff,
Department of Labor,Employment and Training Administration, MN,Central Minnesota Jobs and Training Services Inc," workforce development programs, which may include purchasing equipment","$255,000 ",Klobuchar, Smith
Department of Labor,Employment and Training Administration, OR,Central Oregon Community College," expanding firefighter workforce training, including the purchase of equipment","$800,000 ",Merkley, Wyden
Department of Labor,Employment and Training Administration, CT,City of New Haven," a career learning center, including the purchase of equipment and lab materials","$2,483,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, KS,Cloud County Community College, purchase advanced technology equipment and network infrastructure for technical education,"$708,000 ",Moran,
Department of Labor,Employment and Training Administration, MD,College of Southern Maryland," education and training in water and wastewater treatment programs, including the purchase of supplies","$732,000 ",Alsobrooks,
Department of Labor,Employment and Training Administration, GA,Columbus Technical College, workforce development including the purchase of equipment,"$897,000 ",Ossoff, Warnock
Department of Labor,Employment and Training Administration, CT,CT Puerto Rican Forum dba Center for Latino Progress," Funding for workforce development programming, which may include stipends and purchase of equipment","$1,184,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, NY,DAY ONE Early Learning Community Inc," establishing a teacher apprenticeship program, including rental costs and purchasing equipment","$1,800,000 ",Gillibrand, Schumer
Department of Labor,Employment and Training Administration, MI,Detroit Public Schools Community District," improve education and workforce training, including the purchase of equipment","$1,000,000 ",Peters,
Department of Labor,Employment and Training Administration, RI,Dorcas International Institute of Rhode Island," workforce training, including the purchase of supplies","$680,000 ",Reed,
Department of Labor,Employment and Training Administration, RI,DownCity Design," expanding career pathways programs, including providing stipends and purchasing equipment","$100,000 ",Reed,
Department of Labor,Employment and Training Administration, MI,Downriver Community College," workforce training, including providing supportive services","$750,000 ",Peters,
Department of Labor,Employment and Training Administration, MD,Drink at the Well Inc," expanding workforce development programming, purchasing equipment, and providing wrap around services, including child care","$175,000 ",Van Hollen,
Department of Labor,Employment and Training Administration, NM,Early Childhood Center of Excellence at Santa Fe Community College," expanding apprenticeships and pre-apprenticeships, including providing stipends","$273,000 ",Heinrich,
Department of Labor,Employment and Training Administration, ME,Educate Maine, purchase manufacturing and engineering equipment for Career and Technical Education schools,"$2,000,000 ",Collins, King
Department of Labor,Employment and Training Administration, NH,Elliot Health System," improving healthcare workforce training, including by providing scholarships","$460,000 ",Shaheen,
Department of Labor,Employment and Training Administration, AK,Fairbanks Pipeline Training Center Trust, fund training equipment for constructing and maintaining pipelines,"$2,500,000 ",Murkowski,
Department of Labor,Employment and Training Administration, CT,Forge City Works," a culinary workforce training program, including supportive services, purchasing equipment and supplies","$500,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, NY,Fund for the City of New York (Fiscal Sponsor of New York City Employment and Training Coalition), workforce training,"$125,000 ",Schumer,
Department of Labor,Employment and Training Administration, VA,Goodwill Industries of the Valleys," education and workforce training, which may include the purchase of classroom supplies and equipment","$1,800,000 ",Kaine, Warner
Department of Labor,Employment and Training Administration, MD,Goodwill of Greater Washington," expanding workforce training, including providing stipends","$1,000,000 ",Alsobrooks, Van Hollen
Department of Labor,Employment and Training Administration, GA,Goodwill of North Georgia," workforce training, including the purchase of equipment and tuition","$1,950,000 ",Ossoff, Warnock
Department of Labor,Employment and Training Administration, SC,Greater Lake City Alliance, expand a workforce training program,"$734,000 ",Graham,
Department of Labor,Employment and Training Administration, VA,Greater Roanoke Workforce Development Board," expanding apprenticeships and youth apprenticeships, including rent and the purchase of equipment","$737,000 ",Kaine, Warner
Department of Labor,Employment and Training Administration, ME,Hanley Center for Health Leadership and Education DBA Maine Medical Education Trust, support certified nursing assistant training for long-term care,"$1,000,000 ",Collins, King
Department of Labor,Employment and Training Administration, GA,Hire Heroes USA," workforce training for veterans, transitioning service members and military spouses","$520,000 ",Ossoff, Warnock
Department of Labor,Employment and Training Administration, AK,Ilisagvik College, expand Ilisagvik College’s Workforce Development program,"$250,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NH,International Institute of New England, workforce training in early childhood education,"$470,000 ",Shaheen,
Department of Labor,Employment and Training Administration, WI,Iron Workers Local Union No. 8 Joint Apprenticeship and Advanced Journeyman Training Trust Fund," expanding apprenticeships, including the purchase of equipment","$700,000 ",Baldwin,
Department of Labor,Employment and Training Administration, MI,Jackson County Airport-Reynolds Field," improving aviation maintenance training, including the purchase of equipment","$500,000 ",Peters,
Department of Labor,Employment and Training Administration, PA,JEVS Human Services," healthcare workforce training, including purchasing supplies and equipment","$220,000 ",Fetterman,
Department of Labor,Employment and Training Administration, WV,Jobs & Hope West Virginia, funding to support wage reimbursements,"$750,000 ",Justice,
Department of Labor,Employment and Training Administration, CT,Knox Inc," an apprenticeship program, including stipends","$231,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, PA,Lincoln University of Pennsylvania," expanding workforce training, including purchasing equipment and providing supportive services","$1,000,000 ",Fetterman,
Department of Labor,Employment and Training Administration, PA,Literacy Pittsburgh," workforce training and career development programs, including for purchasing equipment and supplies","$250,000 ",Fetterman,
Department of Labor,Employment and Training Administration, OR,Lomakatsi Restoration Project," an inter-tribal forestry workforce training program, including the purchase of equipment and tools","$1,300,000 ",Merkley, Wyden
Department of Labor,Employment and Training Administration, CA,Los Angeles Conservation Corps," workforce training, including transportation","$969,000 ",Padilla, Schiff
Department of Labor,Employment and Training Administration, MD,Lutheran Immigration and Refugee Service DBA Global Refuge," expanding workforce development programming, including supportive services","$300,000 ",Van Hollen,
Department of Labor,Employment and Training Administration, WI,Madison Area Technical College," improving workforce development for nursing, health, and EMS programs, including the purchase of equipment","$660,000 ",Baldwin,
Department of Labor,Employment and Training Administration, MA,Massachusetts Down Syndrome Congress," workforce training, including equipment and participant stipends","$722,000 ",Markey, Warren
Department of Labor,Employment and Training Administration, NM,Mesalands Community College," improving workforce training, including the purchase of equipment","$4,000,000 ",Heinrich,
Department of Labor,Employment and Training Administration, MI,Michigan AFL–CIO Workforce Development Institute," expanding workforce training, including the purchase of equipment","$2,000,000 ",Slotkin,
Department of Labor,Employment and Training Administration, NJ,Mid-Atlantic States Career and Education Center," improving workforce training, including the purchase of equipment","$137,000 ",Booker,
Department of Labor,Employment and Training Administration, MS,Mississippi Coding Academies,funding for a digital workforce training program,"$700,000 ",Hyde-Smith,
Department of Labor,Employment and Training Administration, MS,Mississippi State University, expand a workforce training program for skilled manufacturing,"$5,320,000 ",Hyde-Smith, Wicker
Department of Labor,Employment and Training Administration, RI,Mixed Magic Theatre & Cultural Events," a workforce training program, including providing stipends and purchasing supplies","$100,000 ",Reed,
Department of Labor,Employment and Training Administration, WI,Moraine Park Technical College," improving education and workforce training, including the purchase of equipment","$1,325,000 ",Baldwin,
Department of Labor,Employment and Training Administration, MS,MS Department of Archives and History, funding to establish a workforce training field school,"$500,000 ",Hyde-Smith, Wicker
Department of Labor,Employment and Training Administration, NM,National Forest Foundation," supporting workforce training and a conservation corps, including the purchase of equipment and supplies","$500,000 ",Lujan,
Department of Labor,Employment and Training Administration, NM,New Mexico Reentry Center," providing workforce training programs, including the purchase of equipment","$150,000 ",Heinrich,
Department of Labor,Employment and Training Administration, CT,Northwest Regional Workforce Investment Board," a reentry workforce training program, which includes providing supportive services","$500,000 ",Blumenthal, Murphy
Department of Labor,Employment and Training Administration, MD,NPower Inc.," expanding workforce training, including providing stipends and purchasing equipment","$750,000 ",Van Hollen,
Department of Labor,Employment and Training Administration, RI,Operation Stand Down Rhode Island, a workforce training program for veterans including purchasing equipment and providing supportive services,"$400,000 ",Reed, Whitehouse
Department of Labor,Employment and Training Administration, AK,Pacific Northwest Ironworkers and Employers Apprenticeship and Training Trust, fund workforce opportunities in rural Alaska,"$1,000,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NY,Plattsburgh-North Country Chamber of Commerce," workforce training, including supportive services","$350,000 ",Gillibrand, Schumer
Department of Labor,Employment and Training Administration, DE,Polytech Adult Education," expanding workforce training, including the purchase of equipment","$1,542,000 ",Coons,
Department of Labor,Employment and Training Administration, AK,Renewable Energy Alaska Project, fund a job training program,"$730,000 ",Murkowski,
Department of Labor,Employment and Training Administration, MA,Roxbury Community College," improving education and workforce training, including purchasing equipment, providing financial aid and scholarships, and purchasing technology","$2,000,000 ",Markey, Warren
Department of Labor,Employment and Training Administration, AK,Rural Alaska Community Action Program, provide childcare support and training in rural Alaska,"$1,264,000 ",Murkowski,
Department of Labor,Employment and Training Administration, NM,San Juan College," supporting workforce training for commercial drivers, including the purchase of vehicles for a training program","$1,000,000 ",Lujan,
